HG03708,PK62,SAS,PJL,"Punjabi in Lahore,Pakistan",male
HG03709,PK62,SAS,PJL,"Punjabi in Lahore,Pakistan",female
HG03711,ST027,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03713,IT001,SAS,ITU,"Indian Telugu in the UK",male
HG03714,IT009,SAS,ITU,"Indian Telugu in the UK",female
HG03715,IT001,SAS,ITU,"Indian Telugu in the UK",male
HG03716,IT009,SAS,ITU,"Indian Telugu in the UK",male
HG03717,IT010,SAS,ITU,"Indian Telugu in the UK",female
HG03718,IT010,SAS,ITU,"Indian Telugu in the UK",male
HG03720,IT052,SAS,ITU,"Indian Telugu in the UK",male
HG03722,IT002,SAS,ITU,"Indian Telugu in the UK",female
HG03727,IT003,SAS,ITU,"Indian Telugu in the UK",male
HG03729,IT013,SAS,ITU,"Indian Telugu in the UK",male
HG03730,IT011,SAS,ITU,"Indian Telugu in the UK",female
HG03731,IT013,SAS,ITU,"Indian Telugu in the UK",female
HG03733,ST041,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03736,ST043,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03738,ST044,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03740,ST038,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03741,ST038,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03742,IT015,SAS,ITU,"Indian Telugu in the UK",male
HG03743,ST046,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03744,ST047,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03745,ST049,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03746,ST050,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03750,ST051,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03752,ST053,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03753,ST054,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03754,ST051,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03755,ST052,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03756,ST052,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03757,ST046,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03760,ST058,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03762,PK63,SAS,PJL,"Punjabi in Lahore,Pakistan",female
HG03765,PK64,SAS,PJL,"Punjabi in Lahore,Pakistan",female
HG03767,PK65,SAS,PJL,"Punjabi in Lahore,Pakistan",male
HG03770,IT016,SAS,ITU,"Indian Telugu in the UK",female
HG03771,IT016,SAS,ITU,"Indian Telugu in the UK",male
HG03772,IT004,SAS,ITU,"Indian Telugu in the UK",female
HG03773,IT004,SAS,ITU,"Indian Telugu in the UK",male
HG03774,IT020,SAS,ITU,"Indian Telugu in the UK",female
HG03775,IT020,SAS,ITU,"Indian Telugu in the UK",male
HG03777,IT022,SAS,ITU,"Indian Telugu in the UK",male
HG03778,IT21,SAS,ITU,"Indian Telugu in the UK",male
HG03779,IT019,SAS,ITU,"Indian Telugu in the UK",male
HG03780,IT039,SAS,ITU,"Indian Telugu in the UK",female
HG03781,IT018,SAS,ITU,"Indian Telugu in the UK",female
HG03782,IT029,SAS,ITU,"Indian Telugu in the UK",female
HG03784,IT023,SAS,ITU,"Indian Telugu in the UK",female
HG03785,IT024,SAS,ITU,"Indian Telugu in the UK",male
HG03786,IT023,SAS,ITU,"Indian Telugu in the UK",male
HG03787,IT027,SAS,ITU,"Indian Telugu in the UK",female
HG03788,IT028,SAS,ITU,"Indian Telugu in the UK",male
HG03789,IT028,SAS,ITU,"Indian Telugu in the UK",female
HG03790,IT025,SAS,ITU,"Indian Telugu in the UK",male
HG03792,IT026,SAS,ITU,"Indian Telugu in the UK",male
HG03793,BD15,SAS,BEB,"Bengali in Bangladesh",female
HG03796,BD16,SAS,BEB,"Bengali in Bangladesh",female
HG03800,BD17,SAS,BEB,"Bengali in Bangladesh",male
HG03802,BD18,SAS,BEB,"Bengali in Bangladesh",female
HG03803,BD18,SAS,BEB,"Bengali in Bangladesh",male
HG03805,BD19,SAS,BEB,"Bengali in Bangladesh",female
HG03808,BD20,SAS,BEB,"Bengali in Bangladesh",female
HG03809,BD20,SAS,BEB,"Bengali in Bangladesh",male
HG03812,HG03812,SAS,BEB,"Bengali in Bangladesh",male
HG03814,BD22,SAS,BEB,"Bengali in Bangladesh",female
HG03815,BD22,SAS,BEB,"Bengali in Bangladesh",male
HG03817,BD23,SAS,BEB,"Bengali in Bangladesh",female
HG03821,BD24,SAS,BEB,"Bengali in Bangladesh",male
HG03823,BD25,SAS,BEB,"Bengali in Bangladesh",female
HG03824,BD25,SAS,BEB,"Bengali in Bangladesh",male
HG03826,BD26,SAS,BEB,"Bengali in Bangladesh",female
HG03829,BD27,SAS,BEB,"Bengali in Bangladesh",female
HG03830,BD27,SAS,BEB,"Bengali in Bangladesh",male
HG03832,BD28,SAS,BEB,"Bengali in Bangladesh",female
HG03833,BD28,SAS,BEB,"Bengali in Bangladesh",male
HG03836,ST074,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03837,ST079,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03838,ST078,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03844,ST075,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03845,ST081,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03846,ST080,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03848,ST084,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03849,ST082,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03850,ST082,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03851,ST089,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03854,ST094,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03856,ST092,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03857,ST091,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03858,ST090,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03861,IT032,SAS,ITU,"Indian Telugu in the UK",female
HG03862,IT035,SAS,ITU,"Indian Telugu in the UK",female
HG03863,IT033,SAS,ITU,"Indian Telugu in the UK",female
HG03864,IT034,SAS,ITU,"Indian Telugu in the UK",male
HG03866,IT030,SAS,ITU,"Indian Telugu in the UK",male
HG03867,IT038,SAS,ITU,"Indian Telugu in the UK",male
HG03868,IT5,SAS,ITU,"Indian Telugu in the UK",female
HG03869,IT035,SAS,ITU,"Indian Telugu in the UK",male
HG03870,IT037,SAS,ITU,"Indian Telugu in the UK",male
HG03871,HG03871,SAS,ITU,"Indian Telugu in the UK",male
HG03872,IT036,SAS,ITU,"Indian Telugu in the UK",male
HG03873,IT030,SAS,ITU,"Indian Telugu in the UK",female
HG03874,IT006,SAS,ITU,"Indian Telugu in the UK",female
HG03875,IT40,SAS,ITU,"Indian Telugu in the UK",male
HG03882,IT039a,SAS,ITU,"Indian Telugu in the UK",female
HG03884,ST039,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03885,ST016,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03886,ST016,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03887,ST106,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03888,ST050,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03890,ST110,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03894,ST111,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03895,ST107,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03896,ST111,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03897,ST115,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03898,ST114,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03899,ST114,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03900,ST115,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03902,HG03902,SAS,BEB,"Bengali in Bangladesh",male
HG03905,BD30,SAS,BEB,"Bengali in Bangladesh",male
HG03907,BD31,SAS,BEB,"Bengali in Bangladesh",female
HG03908,BD31,SAS,BEB,"Bengali in Bangladesh",male
HG03910,BD32,SAS,BEB,"Bengali in Bangladesh",female
HG03911,BD32,SAS,BEB,"Bengali in Bangladesh",male
HG03913,BD33,SAS,BEB,"Bengali in Bangladesh",female
HG03914,BD33,SAS,BEB,"Bengali in Bangladesh",male
HG03916,HG03916,SAS,BEB,"Bengali in Bangladesh",female
HG03917,BD34,SAS,BEB,"Bengali in Bangladesh",male
HG03919,BD35,SAS,BEB,"Bengali in Bangladesh",female
HG03920,BD35,SAS,BEB,"Bengali in Bangladesh",male
HG03922,BD36,SAS,BEB,"Bengali in Bangladesh",female
HG03925,BD37,SAS,BEB,"Bengali in Bangladesh",female
HG03926,BD37,SAS,BEB,"Bengali in Bangladesh",male
HG03928,BD38,SAS,BEB,"Bengali in Bangladesh",female
HG03931,BD39,SAS,BEB,"Bengali in Bangladesh",female
HG03934,BD40,SAS,BEB,"Bengali in Bangladesh",female
HG03937,BD41,SAS,BEB,"Bengali in Bangladesh",female
HG03940,BD42,SAS,BEB,"Bengali in Bangladesh",female
HG03941,BD42,SAS,BEB,"Bengali in Bangladesh",male
HG03943,ST116,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03944,ST116,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03945,ST117,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03947,ST118,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03948,ST010,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03949,ST123,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03950,ST090,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03951,ST013,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03953,ST122,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03955,ST119,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03960,IT044,SAS,ITU,"Indian Telugu in the UK",male
HG03963,IT042,SAS,ITU,"Indian Telugu in the UK",male
HG03965,IT45,SAS,ITU,"Indian Telugu in the UK",male
HG03967,IT51,SAS,ITU,"Indian Telugu in the UK",male
HG03968,IT046,SAS,ITU,"Indian Telugu in the UK",female
HG03969,IT046,SAS,ITU,"Indian Telugu in the UK",male
HG03971,IT048,SAS,ITU,"Indian Telugu in the UK",male
HG03973,IT050,SAS,ITU,"Indian Telugu in the UK",female
HG03974,IT049,SAS,ITU,"Indian Telugu in the UK",male
HG03976,IT050,SAS,ITU,"Indian Telugu in the UK",male
HG03977,IT047,SAS,ITU,"Indian Telugu in the UK",female
HG03978,IT047,SAS,ITU,"Indian Telugu in the UK",male
HG03985,ST144,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03986,ST106,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03989,ST145,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03990,ST142,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03991,ST143,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03995,ST021,SAS,STU,"Sri Lankan Tamil in the UK",female
HG03998,ST147,SAS,STU,"Sri Lankan Tamil in the UK",male
HG03999,ST007,SAS,STU,"Sri Lankan Tamil in the UK",male
HG04001,IT053,SAS,ITU,"Indian Telugu in the UK",female
HG04002,IT053,SAS,ITU,"Indian Telugu in the UK",male
HG04003,ST152,SAS,STU,"Sri Lankan Tamil in the UK",male
HG04006,ST078,SAS,STU,"Sri Lankan Tamil in the UK",male
HG04014,IT059,SAS,ITU,"Indian Telugu in the UK",female
HG04015,IT060,SAS,ITU,"Indian Telugu in the UK",male
HG04017,IT061,SAS,ITU,"Indian Telugu in the UK",male
HG04018,IT007,SAS,ITU,"Indian Telugu in the UK",female
HG04019,IT056,SAS,ITU,"Indian Telugu in the UK",male
HG04020,IT059,SAS,ITU,"Indian Telugu in the UK",male
HG04022,IT062,SAS,ITU,"Indian Telugu in the UK",male
HG04023,IT058,SAS,ITU,"Indian Telugu in the UK",male
HG04025,IT058,SAS,ITU,"Indian Telugu in the UK",female
HG04026,IT061,SAS,ITU,"Indian Telugu in the UK",female
HG04029,ST154,SAS,STU,"Sri Lankan Tamil in the UK",female
HG04033,ST076,SAS,STU,"Sri Lankan Tamil in the UK",male
HG04035,ST094,SAS,STU,"Sri Lankan Tamil in the UK",female
HG04037,ST169,SAS,STU,"Sri Lankan Tamil in the UK",female
HG04038,ST170,SAS,STU,"Sri Lankan Tamil in the UK",female
HG04039,ST172,SAS,STU,"Sri Lankan Tamil in the UK",male
HG04042,ST171,SAS,STU,"Sri Lankan Tamil in the UK",female
HG04047,ST173,SAS,STU,"Sri Lankan Tamil in the UK",female
HG04054,IT180,SAS,ITU,"Indian Telugu in the UK",female
HG04056,IT180,SAS,ITU,"Indian Telugu in the UK",male
HG04059,IT184,SAS,ITU,"Indian Telugu in the UK",female
HG04060,IT183,SAS,ITU,"Indian Telugu in the UK",male
HG04061,IT182,SAS,ITU,"Indian Telugu in the UK",male
HG04062,IT182,SAS,ITU,"Indian Telugu in the UK",female
HG04063,IT183,SAS,ITU,"Indian Telugu in the UK",female
HG04070,IT45,SAS,ITU,"Indian Telugu in the UK",female
HG04075,ST190,SAS,STU,"Sri Lankan Tamil in the UK",female
HG04076,IT191,SAS,ITU,"Indian Telugu in the UK",female
HG04080,IT194,SAS,ITU,"Indian Telugu in the UK",male
HG04090,IT199,SAS,ITU,"Indian Telugu in the UK",female
HG04093,IT199,SAS,ITU,"Indian Telugu in the UK",male
HG04094,IT201,SAS,ITU,"Indian Telugu in the UK",male
HG04096,IT202,SAS,ITU,"Indian Telugu in the UK",male
HG04098,IT205,SAS,ITU,"Indian Telugu in the UK",male
HG04099,ST203,SAS,STU,"Sri Lankan Tamil in the UK",female
HG04100,ST203,SAS,STU,"Sri Lankan Tamil in the UK",male
HG04106,ST176,SAS,STU,"Sri Lankan Tamil in the UK",female
HG04107,ST176,SAS,STU,"Sri Lankan Tamil in the UK",male
HG04118,IT214,SAS,ITU,"Indian Telugu in the UK",female
HG04131,BD44,SAS,BEB,"Bengali in Bangladesh",male
HG04134,BD45,SAS,BEB,"Bengali in Bangladesh",male
HG04140,BD47,SAS,BEB,"Bengali in Bangladesh",male
HG04141,BD47,SAS,BEB,"Bengali in Bangladesh",female
HG04144,BD48,SAS,BEB,"Bengali in Bangladesh",female
HG04146,BD49,SAS,BEB,"Bengali in Bangladesh",male
HG04152,BD51,SAS,BEB,"Bengali in Bangladesh",male
HG04153,BD51,SAS,BEB,"Bengali in Bangladesh",female
HG04155,BD52,SAS,BEB,"Bengali in Bangladesh",male
HG04156,BD52,SAS,BEB,"Bengali in Bangladesh",female
HG04158,BD53,SAS,BEB,"Bengali in Bangladesh",male
HG04159,BD53,SAS,BEB,"Bengali in Bangladesh",female
HG04161,BD54,SAS,BEB,"Bengali in Bangladesh",male
HG04162,BD54,SAS,BEB,"Bengali in Bangladesh",female
HG04164,BD55,SAS,BEB,"Bengali in Bangladesh",male
HG04171,BD57,SAS,BEB,"Bengali in Bangladesh",female
HG04173,BD58,SAS,BEB,"Bengali in Bangladesh",male
HG04176,BD59,SAS,BEB,"Bengali in Bangladesh",male
HG04177,BD59,SAS,BEB,"Bengali in Bangladesh",female
HG04180,BD60,SAS,BEB,"Bengali in Bangladesh",female
HG04182,BD61,SAS,BEB,"Bengali in Bangladesh",male
HG04183,BD61,SAS,BEB,"Bengali in Bangladesh",female
HG04185,BD62,SAS,BEB,"Bengali in Bangladesh",male
HG04186,BD62,SAS,BEB,"Bengali in Bangladesh",female
HG04188,BD63,SAS,BEB,"Bengali in Bangladesh",male
HG04189,BD63,SAS,BEB,"Bengali in Bangladesh",female
HG04194,BD65,SAS,BEB,"Bengali in Bangladesh",male
HG04195,BD65,SAS,BEB,"Bengali in Bangladesh",female
HG04198,IT220,SAS,ITU,"Indian Telugu in the UK",male
HG04200,IT220,SAS,ITU,"Indian Telugu in the UK",female
HG04202,IT222,SAS,ITU,"Indian Telugu in the UK",female
HG04206,HG04206,SAS,ITU,"Indian Telugu in the UK",male
HG04209,IT217,SAS,ITU,"Indian Telugu in the UK",female
HG04210,ST186,SAS,STU,"Sri Lankan Tamil in the UK",male
HG04211,IT223,SAS,ITU,"Indian Telugu in the UK",male
HG04212,IT223,SAS,ITU,"Indian Telugu in the UK",female
HG04214,IT226,SAS,ITU,"Indian Telugu in the UK",female
